Activities,,,,,,,,,,,,,,
Start,,,,,,,,,,,,,,
Project ID,CTO.PG.Workpack Number,Project Name,Activity ID,Activity Name,BL Project Start,BL Project Finish,Original Duration,Start,Finish,Remaining Duration,At Completion Duration,Physical % Complete,Total Float,CTO.PG.PPC Planner
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1100,Add Data to PRC / IMS2 Paper,21-Feb-25,06-Mar-25,10,21-Feb-25 A,06-Mar-25,4,10,80%,3,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1110,PCL Validate & Approve Baseline Package for PRC Submission,21-Feb-25,06-Mar-25,10,21-Feb-25 A,06-Mar-25,4,10,80%,3,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1120,Prepare Draft Project Definition Document (PDD),21-Feb-25,06-Mar-25,10,21-Feb-25 A,06-Mar-25,4,10,80%,3,OGAH Alima
    W156LT,W156,HYA Security,W156.2710,"Review and Agree Security Changes and MSI Category (INA, SPB, NSC)",28-Feb-25,10-Apr-25,30,24-Feb-25 A,04-Apr-25,25,30,80%,616,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.2080,HYB 2025 LSR - Data Export Produced and Issued,25-Feb-25,24-Mar-25,20,25-Feb-25 A,24-Mar-25,16,20,30%,1921,OGAH Alima
 Subtotal,,,,,13-Aug-24,27-Mar-28,801,03-Feb-25 A,27-Mar-28,781,801,,1156,OGAH Alima
 01-Mar-25,,,,,,,,,,,,,,
    W155LT,W155,HRA Security,W155.3740,>>> INCOMING ENABLER (W224) Fuel Handling Enhanced SCs INSA Finally Approved,,02-Jan-25,0,,03-Mar-25,0,0,0%,465,OGAH Alima
    W155LT,W155,HRA Security,W155.000010,EAC (DD-PF),02-Jan-25,31-Dec-26,465,03-Mar-25,31-Dec-26,465,465,0%,0,OGAH Alima
    W156LT,W156,HYA Security,W156.000010,EAC (DD-PF),02-Jan-25,31-Dec-26,465,03-Mar-25,31-Dec-26,465,465,0%,221,OGAH Alima
    W158LT,W158,DNB Security,W158.3720,>>> INCOMING ENABLER (W232) DNB Enchanced Safety Case Station Approved,,02-Jan-25,0,,03-Mar-25,0,0,0%,215,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1150,>>>OUTGOING ENABLER (HYB Security - Preparing for Defuelling) Review SPPI File Against Issued Essential Safety Cases,,03-Mar-25,0,,03-Mar-25,0,0,0%,781,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1000,ETC (DD-PF),03-Mar-25,26-Nov-27,695,03-Mar-25,26-Nov-27,695,695,0%,86,OGAH Alima
    ER7579LT,W193,HNB DPCS Defueling Support,W193.2000,ETC (DD-PF),02-Jan-25,30-Apr-27,211,03-Mar-25,31-Dec-25,211,211,0%,0,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS17570,Verify Testing and Approve Report (EDF),19-Sep-24,25-Sep-24,5,03-Mar-25,07-Mar-25,5,5,0%,11,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS19620,Produce Flask LTQRs,27-Sep-24,10-Oct-24,10,03-Mar-25*,14-Mar-25,10,10,0%,81,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS20340,Paint Flask Base,02-Aug-24,22-Aug-24,12,03-Mar-25*,21-Mar-25,15,15,0%,0,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,0,ETC (DD-PF),02-Jan-25,30-Dec-32,1987,03-Mar-25,30-Dec-32,1987,1987,0%,1,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.2070,TOR 2025 LSR - Pre-export Data Validation Produced and Completed,03-Mar-25,31-Mar-25,21,03-Mar-25*,31-Mar-25,21,21,0%,1929,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.3020,TOR 2026 Defueling Software Build,02-Mar-26,28-Jan-27,232,03-Mar-25,30-Jan-26,232,232,0%,1756,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.3030,TOR DPCS Long Term Support Contract 2026,02-Mar-26,01-Mar-27,254,03-Mar-25,03-Mar-26,254,254,0%,1734,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1020,ETC (DD-PF),02-Jan-25,30-Dec-32,1987,03-Mar-25,30-Dec-32,1987,1987,0%,1,OGAH Alima
    W155LT,W155,HRA Security,W155.37761,2025,02-Jan-25,31-Dec-25,231,03-Mar-25,29-Jan-26,231,231,0%,234,OGAH Alima
    W156LT,W156,HYA Security,W156.34991,2025,02-Jan-25,27-Nov-25,231,03-Mar-25,29-Jan-26,231,231,0%,455,OGAH Alima
    W158LT,W158,DNB Security,W158.34851,2025,02-Jan-25,31-Dec-25,231,03-Mar-25*,29-Jan-26,231,231,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25190,2026 Costs,02-Jan-26,31-Dec-26,0,03-Mar-25,03-Mar-25,0,0,0%,1732,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25200,2027 Costs,04-Jan-27,31-Dec-27,0,03-Mar-25,03-Mar-25,0,0,0%,1732,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25230,ETC 2025,02-Jan-25,31-Dec-25,211,03-Mar-25,31-Dec-25,211,211,0%,0,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25250,HRA DPCS Defuleing Support Project End,03-Jan-28,03-Jan-28,1,03-Mar-25,03-Mar-25,1,1,0%,1478,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25180,HYA DPCS Defueling Support Project End,31-Dec-27,31-Dec-27,1,03-Mar-25,03-Mar-25,1,1,0%,1478,OGAH Alima
    W157LT,W157,HYB Security,W157.000010,EAC (DD-PF),02-Jan-25,31-Dec-26,465,03-Mar-25*,31-Dec-26,465,465,0%,0,OGAH Alima
    W157LT,W157,HYB Security,W157.34821,2025,02-Jan-25,02-Jan-25,231,03-Mar-25,29-Jan-26,231,231,0%,234,OGAH Alima
    W159LT,W159,TOR Security,W159.000010,EAC (DD-PF),02-Jan-25,31-Dec-26,465,03-Mar-25,31-Dec-26,465,465,0%,20,OGAH Alima
    W159LT,W159,TOR Security,W159.34991,2025,02-Jan-25,31-Dec-25,231,03-Mar-25,29-Jan-26,231,231,0%,254,OGAH Alima
    ER7580LT,W194,HPB DPCS Defueling Support,W194.25640,Update LSR,07-Feb-25,13-Feb-25,5,03-Mar-25,07-Mar-25,5,5,0%,714,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4040,HYB 2025 Issue Complete LSR,,02-Jan-25,0,,03-Mar-25,0,0,0%,1988,OGAH Alima
    W156LT,W156,HYA Security,W156.3220,Review Flasks SPPI File Against Issued Enhanced Safety Cases,03-Feb-25,26-Jun-25,100,03-Mar-25,24-Jul-25,100,100,0%,583,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8020,ETC (DD-PF),01-Mar-24,11-Feb-27,465,03-Mar-25,31-Dec-26,465,465,0%,0,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9530,T&T Programme - HPB IMS System (Point of Transfer) Developed,,24-Feb-25,0,,03-Mar-25,0,0,0%,58,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9560,>>>INCOMING ENABLER (W689) - T&T Programme - HPB IMS System (Point of Transfer) Developed (To be Linked),,24-Feb-25,0,,03-Mar-25*,0,0,0%,465,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9570,>>>MIRROR OF INCOMING ENABLER (W689) - T&T Programme - HPB IMS System (Point of Transfer) Developed,,24-Feb-25,0,,03-Mar-25*,0,0,0%,58,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1000,ETC (DD-PF),01-Jul-24,18-Aug-25,305,03-Mar-25,18-May-26,305,305,0%,1,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2070,HYB Enhanced Defueling Rate: Mod Requested and EC Request Raised and Screened,30-Aug-24,16-Sep-24,6,03-Mar-25,10-Mar-25,6,6,0%,12,OGAH Alima
    ER7579LT,W193,HNB DPCS Defueling Support,W193.25350,Fuel Free Verification (FFV) declared,11-Jul-25,15-Jul-25,3,03-Mar-25,05-Mar-25,3,3,0%,208,OGAH Alima
    ER7580LT,W194,HPB DPCS Defueling Support,W194.25750,ETC 2025,02-Jan-25,31-Dec-25,211,03-Mar-25,31-Dec-25,211,211,0%,255,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.26060,ETC 2025,02-Jan-25,31-Dec-25,211,03-Mar-25,31-Dec-25,211,211,0%,0,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.2060,ETC 2025,02-Jan-25,31-Dec-25,211,03-Mar-25,31-Dec-25,211,211,0%,0,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8002,ETC (DD-PF),,,211,03-Mar-25,31-Dec-25,211,211,0%,0,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,10,ETC 2025,02-Jan-25,31-Dec-25,211,03-Mar-25,31-Dec-25,211,211,0%,1777,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1000,ETC (DD-PF),01-Jul-24,18-Aug-25,305,03-Mar-25,18-May-26,305,305,0%,1,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2070,TOR Enhanced Defueling Rate: Mod Requested and EC Request Raised and Screened,30-Aug-24,16-Sep-24,6,03-Mar-25,10-Mar-25,6,6,0%,12,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1030,ETC 2025,,,211,03-Mar-25,31-Dec-25,211,211,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1050,ETC (DD-PF),03-Mar-25,26-Nov-27,695,03-Mar-25,26-Nov-27,695,695,0%,86,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1060,>>>OUTGOING ENABLER (TOR Security - Preparing for Defuelling) Review SPPI File Against Issued Essential Safety Cases,,03-Mar-25,0,,03-Mar-25,0,0,0%,781,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1460,Complete Risk Log with Estimates,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1470,Hold Risk Workshop,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1480,Ensure Alignment of Schedule & Estimate,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1490,Estimate Scope +/- 10% B-C & +/- 30% Lifecycle,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1500,Plan Scope in Primavera (Level 2 B-B+ &  Level 1 Lifecycle),05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1530,Case Production Plan Peer Review & Update,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1130,Case Production Plan Peer Review & Update,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1140,Plan Scope in Primavera (Level 2 B-B+ &  Level 1 Lifecycle),05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1150,Estimate Scope +/- 10% B-C & +/- 30% Lifecycle,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1160,Ensure Alignment of Schedule & Estimate,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1170,Hold Risk Workshop,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1180,Complete Risk Log with Estimates,05-Mar-25,06-Mar-25,2,05-Mar-25,06-Mar-25,2,2,0%,3,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25030,DNB TGN097 POLARIS - Inspection,06-Mar-25,12-Mar-25,5,06-Mar-25,12-Mar-25,5,5,0%,1694,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25110,DNB TGN097 AIC - Inspection,06-Mar-25,12-Mar-25,5,06-Mar-25*,12-Mar-25,5,5,0%,1694,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1850,## Technical Development / Project Management - Pre Gate B - (Cost Summary) ##,07-Mar-25,03-Apr-25,20,07-Mar-25,03-Apr-25,20,20,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.3700,Pre-Gate B - Delivery Strategy,07-Mar-25,03-Apr-25,20,07-Mar-25,03-Apr-25,20,20,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1190,Pre-Gate B - Delivery Strategy,07-Mar-25,03-Apr-25,20,07-Mar-25,03-Apr-25,20,20,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1200,## Technical Development / Project Management - Pre Gate B - (Cost Summary) ##,07-Mar-25,03-Apr-25,20,07-Mar-25,03-Apr-25,20,20,0%,11,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS17580,Produce Flask LTQRs,18-Sep-24,01-Oct-24,10,10-Mar-25,21-Mar-25,10,10,0%,11,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS24920,Flask 7 - Flask Licensing Prepare Cat C Mod,27-Sep-24,03-Oct-24,5,10-Mar-25,14-Mar-25,5,5,0%,96,OGAH Alima
    ER7580LT,W194,HPB DPCS Defueling Support,W194.25650,Issue Complete LSR,14-Feb-25,14-Feb-25,1,10-Mar-25,10-Mar-25,1,1,0%,714,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25320,Issue Recommendations,13-Feb-25,13-Feb-25,1,10-Mar-25,10-Mar-25,1,1,0%,1446,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2170,HYB Enhanced Defueling Rate: Hold Case Conference / Optioneering Strategy Workshop as Appropriate,01-Oct-24,07-Oct-24,5,11-Mar-25,17-Mar-25,5,5,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2170,TOR Enhanced Defueling Rate: Hold Case Conference / Optioneering Strategy Workshop as Appropriate,01-Oct-24,07-Oct-24,5,11-Mar-25,17-Mar-25,5,5,0%,12,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1520,Gate B PRC Paper Submission,12-Mar-25,12-Mar-25,1,12-Mar-25,12-Mar-25,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1210,Gate B PRC Paper Submission,12-Mar-25,12-Mar-25,1,12-Mar-25,12-Mar-25,1,1,0%,0,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25070,"DNB TGN097 POLARIS - Draft Report Produced, Internal Review and Issue to EDF",13-Mar-25,26-Mar-25,10,13-Mar-25,26-Mar-25,10,10,0%,1694,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25140,"DNB TGN097 AIC - Draft Report Produced, Internal Review and Issue to EDF",13-Mar-25,26-Mar-25,10,13-Mar-25,26-Mar-25,10,10,0%,1694,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1540,PRC Members Review PRC / IMS2 Documentation,13-Mar-25,14-Mar-25,2,13-Mar-25,14-Mar-25,2,2,0%,6,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1220,PRC Members Review PRC / IMS2 Documentation,13-Mar-25,14-Mar-25,2,13-Mar-25,14-Mar-25,2,2,0%,6,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25330,Recommendations Workshop,19-Feb-25,19-Feb-25,1,14-Mar-25,14-Mar-25,1,1,0%,1446,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS19630,Approve Flask LTQRs,11-Oct-24,24-Oct-24,10,17-Mar-25,28-Mar-25,10,10,0%,81,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS25220,Flask 7 - Flask Licensing Verification Cat C Mod,04-Oct-24,14-Oct-24,5,17-Mar-25,25-Mar-25,7,7,0%,96,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25340,"LSR Update, Internal Review & Issue to EDF",20-Feb-25,05-Mar-25,10,17-Mar-25,28-Mar-25,10,10,0%,1446,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2120,HYB Enhanced Defueling Rate: Station comments on NSRS,08-Oct-24,21-Oct-24,10,18-Mar-25,31-Mar-25,10,10,0%,12,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.2190,HYB Enhanced Defueling Rate: DA (Peer) Comments on NSRS,08-Oct-24,21-Oct-24,10,18-Mar-25,31-Mar-25,10,10,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2120,TOR Enhanced Defueling Rate: Station comments on NSRS,08-Oct-24,21-Oct-24,10,18-Mar-25,31-Mar-25,10,10,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.2190,TOR Enhanced Defueling Rate: DA (Peer) Comments on NSRS,08-Oct-24,21-Oct-24,10,18-Mar-25,31-Mar-25,10,10,0%,12,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.5980,HNB PSR4 Head Doc: Incorporate INSA comments,07-Mar-25,13-Mar-25,5,19-Mar-25,25-Mar-25,5,5,0%,-8,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.2880,Blast Tent Removal,,,1,20-Mar-25,24-Mar-25,3,3,0%,90,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS17590,Approve Flask LTQRs,02-Oct-24,15-Oct-24,10,24-Mar-25,04-Apr-25,10,10,0%,11,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS20410,Verify Painting Complete (EDF),23-Aug-24,30-Aug-24,1,24-Mar-25,28-Mar-25,5,5,0%,31,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS24710,Flask 2 - Flask Licensing Prepare Cat C Mod,08-Nov-24,14-Nov-24,5,24-Mar-25,24-Mar-25,0,0,0%,88,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS25120,Flask 2 - Flask Licensing Verification Cat C Mod,15-Nov-24,25-Nov-24,5,24-Mar-25,01-Apr-25,7,7,0%,88,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS20160,Verify Repairs and NDT Complete (EDF),16-Jul-24,16-Jul-24,5,25-Mar-25,31-Mar-25,5,5,0%,26,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.2090,HYB 2025 LSR - Recommendations Produced and Issued,25-Mar-25,07-Apr-25,10,25-Mar-25,07-Apr-25,10,10,0%,1921,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1570,Hold PRC Meeting,25-Mar-25,25-Mar-25,1,25-Mar-25,25-Mar-25,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1230,Hold PRC Meeting,25-Mar-25,25-Mar-25,1,25-Mar-25,25-Mar-25,1,1,0%,0,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS25230,Flask 7 - Flask Licensing CO Review Cat C Mod,15-Oct-24,24-Oct-24,5,26-Mar-25,04-Apr-25,8,8,0%,96,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1550,Modify PRC Paper as Required,26-Mar-25,27-Mar-25,2,26-Mar-25,27-Mar-25,2,2,0%,16,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1560,"Modify Estimate, Schedule & Risk Log as Required",26-Mar-25,27-Mar-25,2,26-Mar-25,27-Mar-25,2,2,0%,16,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.9540,HNB PSR4 Head Doc: Verification Schedule Risk - (Risk Ref 38853),15-Nov-24,06-Dec-24,0,26-Mar-25,26-Mar-25,0,0,0%,-8,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.8270,HNB PSR4 Head Doc: INSA  Assessment Substantially Comp (T - 3 weeks before NSC date),,13-Mar-25,0,,26-Mar-25,0,0,0%,-8,OGAH Alima
    ER7003LT,W160,HNB PSR4,W160.5990,HNB PSR4 Head Doc: INSA Assessment Substantially Comp (T - 3 weeks before NSC date),,13-Mar-25,0,,26-Mar-25*,0,0,0%,-8,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1240,"Modify Estimate, Schedule & Risk Log as Required",26-Mar-25,27-Mar-25,2,26-Mar-25,27-Mar-25,2,2,0%,16,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1250,Modify PRC Paper as Required,26-Mar-25,27-Mar-25,2,26-Mar-25,27-Mar-25,2,2,0%,16,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25080,DNB TGN097 POLARIS - EDF Review,27-Mar-25,09-Apr-25,10,27-Mar-25,09-Apr-25,10,10,0%,1694,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25130,DNB TGN097 AIC - EDF Review,27-Mar-25,09-Apr-25,10,27-Mar-25,09-Apr-25,10,10,0%,1694,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.2890,Paint Tent Removal,,,1,27-Mar-25,28-Mar-25,2,2,0%,90,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1580,Gate B PRC Paper Approval,,27-Mar-25,0,,27-Mar-25,0,0,0%,16,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1130,Gate B Approved,,27-Mar-25,0,,27-Mar-25,0,0,0%,16,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1260,Gate B Approved,,27-Mar-25,0,,27-Mar-25,0,0,0%,16,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1270,Gate B PRC Paper Approval,,27-Mar-25,0,,27-Mar-25,0,0,0%,16,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25030,TGN097 R2 - Inspection,28-Mar-25,03-Apr-25,5,28-Mar-25,03-Apr-25,5,5,0%,1437,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS24840,Flask 5 - Flask Licensing Prepare Cat C Mod,08-Jul-24,12-Jul-24,5,28-Mar-25*,03-Apr-25,5,5,0%,6,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS24960,Flask 8 - Flask Licensing Prepare Cat C Mod,25-Oct-24,31-Oct-24,5,31-Mar-25,04-Apr-25,5,5,0%,81,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS25160,Flask 4 - Flask Licensing Verification Cat C Mod,09-Jul-24,17-Jul-24,5,31-Mar-25,08-Apr-25,7,7,0%,10,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25350,EDF Review,06-Mar-25,14-Mar-25,7,31-Mar-25,08-Apr-25,7,7,0%,1446,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.2900,Extractor Removal,,,1,31-Mar-25,01-Apr-25,2,2,0%,90,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.2980,E117,,,1,31-Mar-25,01-Apr-25,2,2,0%,97,OGAH Alima
 Subtotal,,,,,01-Mar-24,30-Dec-32,1987,03-Mar-25,30-Dec-32,1987,1987,,1,OGAH Alima
 01-Apr-25,,,,,,,,,,,,,,
    ER7580LT,W194,HPB DPCS Defueling Support,W194.2280,Thales Long Term Support Contract Q2 2025,01-Apr-25,30-Jun-25,61,01-Apr-25,30-Jun-25,61,61,0%,509,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.2270,Thales Long Term Support Contract Q2 2025,01-Apr-25,30-Jun-25,61,01-Apr-25,30-Jun-25,61,61,0%,1268,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.2640,Argus Support Contract 2025 - Apr Q2,01-Apr-25,30-Jun-25,61,01-Apr-25,30-Jun-25,61,61,0%,1268,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.2280,Thales Long Term Support Contract Q2 2025,01-Apr-25,30-Jun-25,61,01-Apr-25*,30-Jun-25,61,61,0%,1397,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.2600,Argus Support Contract - 2025 - Q2,01-Apr-25,30-Jun-25,61,01-Apr-25,30-Jun-25,61,61,0%,1397,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1575,Worldgrid Software Modification Support (LAMPS) - Q2 2025,01-Apr-25,30-Jun-25,61,01-Apr-25,30-Jun-25,61,61,0%,1650,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1570,Worldgrid System Engineering Support (SQEP) Q2 2025,01-Apr-25,30-Jun-25,61,01-Apr-25*,30-Jun-25,61,61,0%,1650,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1572,Worldgrid Long Term Support Contract Q2 2025,01-Apr-25,30-Jun-25,61,01-Apr-25,30-Jun-25,61,61,0%,1650,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1574,Thales POLARIS & AIC Support Contract Q2 2025,01-Apr-25,30-Jun-25,61,01-Apr-25,30-Jun-25,61,61,0%,1650,OGAH Alima
    ER6360LT,W085,REGION 1 Further Flasks in Readiness,W085.DS20270,Produce Refurbishment Report,17-Jul-24,06-Aug-24,14,01-Apr-25,23-Apr-25,15,15,0%,26,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1230,TOR Thales Long Term Support Contract Q2 2025,01-Apr-25,30-Jun-25,61,01-Apr-25,30-Jun-25,61,61,0%,1777,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1205,TOR Argus Support Contract Q2 2025,01-Apr-25,30-Jun-25,61,01-Apr-25,30-Jun-25,61,61,0%,1777,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.2080,TOR 2025 LSR - Data Export Produced and Issued,01-Apr-25,17-Apr-25,13,01-Apr-25,17-Apr-25,13,13,0%,1929,OGAH Alima
